YearStart,YearEnd,LocationDesc,Topic,Question,DataValueUnit,DataValue
2018,2018,West Virginia,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,67.0
2011,2011,Kentucky,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,,6689
2015,2015,Georgia,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,"cases per 1,000",20.84
2010,2010,New Mexico,Cardiovascular Disease,Mortality from diseases of the heart,"cases per 100,000",79.4
2014,2014,New Hampshire,Tobacco,Quit attempts in the past year among current smokers,%,66.9
2011,2015,Utah,Cancer,"Cancer of the prostate, mortality","per 100,000",
2013,2013,Maine,Overarching Conditions,Premature mortality among adults aged 45-64 years,"cases per 100,000",677.4
2008,2012,Missouri,Cancer,"Cancer of the colon and rectum (colorectal), incidence",,24
2017,2017,New Hampshire,Cardiovascular Disease,Mortality from diseases of the heart,"cases per 100,000",
2014,2014,Maine,Chronic Kidney Disease,Mortality with end-stage renal disease,"cases per 100,000",
2013,2013,Oregon,Cardiovascular Disease,Taking medicine for high blood pressure control among adults aged >= 18 years with high blood pressure,%,
2011,2011,Virginia,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,
2015,2015,Nebraska,Arthritis,Adults aged >= 18 years with arthritis who have taken a class to learn how to manage arthritis symptoms,%,
2013,2013,Oklahoma,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",85.10
2016,2016,Virginia,Arthritis,Arthritis among adults aged >= 18 years who are obese,%,31.8
2014,2014,Oklahoma,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,39.1
2017,2017,Minnesota,Arthritis,Severe joint pain due to arthritis among adults aged >= 18 years who have doctor-diagnosed arthritis,%,14.1
2013,2013,Vermont,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,
2012,2012,Montana,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,
2011,2011,New Jersey,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,%,33.6
2018,2018,Colorado,Diabetes,Diabetes prevalence among women aged 18-44 years,%,4.8
2018,2018,Arizona,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,3.5
2013,2013,Missouri,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,46.5
2015,2015,Pennsylvania,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,5.4
2014,2014,Colorado,Overarching Conditions,Recent activity limitation among adults aged >= 18 years,Number,3.6
2013,2013,Louisiana,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,
2011,2015,Pennsylvania,Cancer,"Cancer of the colon and rectum (colorectal), incidence","per 100,000",46.3
2015,2015,Oklahoma,Asthma,Emergency department visit rate for asthma,,
2018,2018,Texas,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,65.8
2014,2014,Missouri,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,54.5
2015,2015,Oklahoma,Cardiovascular Disease,Mortality from total cardiovascular diseases,Number,6388
2012,2012,Louisiana,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,3.3
2018,2018,Wisconsin,Cancer,Mammography use among women aged 50-74 years,%,
2018,2018,Iowa,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,%,
2012,2012,Wisconsin,Tobacco,Current smoking among adults aged >= 18 years,%,19.3
2012,2012,Hawaii,Alcohol,Heavy drinking among adults aged >= 18 years,%,9.2
2017,2017,Oregon,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,Number,6.3
2013,2013,New Jersey,Chronic Obstructive Pulmonary Disease,Emergency department visit rate for chronic obstructive pulmonary disease as any diagnosis,"cases per 10,000",389.15
2012,2012,Oklahoma,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",
2015,2015,Montana,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,%,2.3
2013,2013,Kentucky,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,%,30.6
2016,2016,Georgia,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,
2009,2009,New Hampshire,Overarching Conditions,Life expectancy at age 65 years,Years,20.6
2018,2018,Louisiana,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,%,40.2
2010,2014,California,Cancer,"Cancer of the lung and bronchus, incidence",,8587
2016,2016,South Dakota,Older Adults,Proportion of older adults aged >= 65 years who are up to date on a core set of clinical preventive services,%,50.8
2016,2016,California,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,Number,4.2
2014,2014,Maryland,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",2.55
2017,2017,Hawaii,Cardiovascular Disease,Taking medicine for high blood pressure control among adults aged >= 18 years with high blood pressure,%,75.0
2010,2010,Idaho,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,"cases per 100,000",
2013,2013,New York,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,57.1
2011,2015,Missouri,Cancer,"Invasive cancer of the female breast, incidence",,5033
2016,2016,North Carolina,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,28.3
2013,2013,North Dakota,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,23.7
2009,2013,Kansas,Cancer,"Cancer of the prostate, mortality",,249
2018,2018,Rhode Island,Cancer,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,78.8
2016,2016,Indiana,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,10.8
2013,2013,Guam,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,
2016,2016,Texas,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,
2008,2012,South Carolina,Cancer,"Invasive cancer of the prostate, incidence","per 100,000",80.8
2018,2018,United States,"Nutrition, Physical Activity, and Weight Status",Farmers markets that accept Supplemental Nutrition Assistance Program (SNAP) benefits,%,
2013,2013,Louisiana,Overarching Conditions,Poverty,%,19.8
2012,2012,Maryland,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,4.3
2017,2017,Kentucky,Overarching Conditions,Fair or poor self-rated health status among adults aged >= 18 years,%,24.2
2014,2014,District of Columbia,Asthma,Current asthma prevalence among adults aged >= 18 years,%,13.9
2011,2011,West Virginia,Cardiovascular Disease,Mortality from heart failure,"cases per 100,000",135.1
2011,2011,New York,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,%,49.5
2013,2013,Guam,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,31.8
2016,2016,Indiana,Asthma,Current asthma prevalence among adults aged >= 18 years,%,6.4
2016,2016,Missouri,Oral Health,No tooth loss among adults aged 18-64 years,%,61.3
2012,2012,Louisiana,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,%,27.0
2012,2012,Iowa,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,52.7
2011,2015,United States,Cancer,"Invasive cancer of the cervix, incidence",,2143
2009,2013,Wisconsin,Cancer,"Cancer of the colon and rectum (colorectal), incidence","per 100,000",36.1
2014,2014,California,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,%,
2018,2018,Kentucky,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,74.1
2016,2016,Arizona,Cardiovascular Disease,Mortality from total cardiovascular diseases,Number,1847
2013,2013,Hawaii,"Nutrition, Physical Activity, and Weight Status",Participation in daily school physical education classes among high school students,%,7.2
2016,2016,South Carolina,Overarching Conditions,Fair or poor self-rated health status among adults aged >= 18 years,%,20.0
2013,2013,Virginia,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,
2014,2014,Oklahoma,Older Adults,Proportion of older adults aged >= 65 years who are up to date on a core set of clinical preventive services,%,47.5
2016,2016,Nevada,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,59.5
2013,2013,Georgia,Cardiovascular Disease,Mortality from diseases of the heart,"cases per 100,000",
2014,2014,Utah,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years,,31
2015,2015,Mississippi,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,Number,3293
2014,2014,Utah,Diabetes,Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes,%,47.5
2011,2015,Kentucky,Cancer,"Cancer of the female breast, mortality","per 100,000",
2013,2013,Alabama,Alcohol,Heavy drinking among adults aged >= 18 years,%,
2017,2017,Utah,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,57.6
2008,2012,Oklahoma,Cancer,"Cancer of the lung and bronchus, incidence","per 100,000",95.4
2013,2013,Illinois,Alcohol,Alcohol use before pregnancy,%,
2013,2013,Puerto Rico,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis,"cases per 10,000",
2015,2015,Louisiana,"Nutrition, Physical Activity, and Weight Status",Participation in daily school physical education classes among high school students,%,
2015,2015,New Mexico,Cardiovascular Disease,Hospitalization for acute myocardial infarction,,38
2013,2013,Arizona,Diabetes,Mortality due to diabetes reported as any listed cause of death,"cases per 100,000",79.0
2008,2012,Illinois,Cancer,"Invasive cancer (all sites combined), mortality",,12327
2012,2012,District of Columbia,Cardiovascular Disease,Mortality from total cardiovascular diseases,"cases per 100,000",
2017,2017,Mississippi,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,
2012,2012,Virginia,Cardiovascular Disease,Mortality from heart failure,"cases per 100,000",67.7
2015,2015,Mississippi,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,%,
2014,2014,Montana,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,"cases per 100,000",138.4
2009,2013,South Carolina,Cancer,"Cancer of the lung and bronchus, incidence","per 100,000",37.6
2016,2016,Maryland,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,%,
2012,2012,Georgia,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,
2015,2015,Georgia,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",
2013,2013,Louisiana,Arthritis,Adults aged >= 18 years with arthritis who have taken a class to learn how to manage arthritis symptoms,%,
2015,2015,Montana,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,68.8
2013,2013,Connecticut,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,%,
2016,2016,California,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,54.5
2009,2013,United States,Cancer,"Invasive cancer of the prostate, incidence","per 100,000",65.5
2013,2013,Delaware,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,77.9
2017,2017,Delaware,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,%,65.6
2018,2018,Arkansas,Overarching Conditions,Recent activity limitation among adults aged >= 18 years,Number,4.2
2017,2017,New Jersey,Arthritis,Adults aged >= 18 years with arthritis who have taken a class to learn how to manage arthritis symptoms,%,
2014,2014,Indiana,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,3.0
2014,2014,Montana,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,%,50.9
2012,2012,Indiana,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,Number,
2016,2016,Washington,Older Adults,Proportion of older adults aged >= 65 years who are up to date on a core set of clinical preventive services,%,45.5
